"estimator","variable","estimate","stderr","convergence","setup_id","sample_id","sigma","cutoff","u_dist","x_dist"
"tsgauss","sd_x",1.03976485986867,0.062765736898597,0,2,84,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.57382432665712,0.0497686950921734,0,2,84,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.1213386744916,0.0497013877786445,0,2,85,1.2,1,"gauss","gauss"
"tsgauss","mu_x",-0.053881234706,0.0655720787548377,0,2,85,1.2,1,"gauss","gauss"
"tsgauss","sd_x",0.944694836021,0.0545991477742722,0,2,85,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.46623625521787,0.0463664615440441,0,2,85,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.21393056602529,0.0606146662884227,0,2,86,1.2,1,"gauss","gauss"
"tsgauss","mu_x",0.068025330849,0.069615566856196,0,2,86,1.2,1,"gauss","gauss"
"tsgauss","sd_x",0.974441458079584,0.0572558622762165,0,2,86,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.55665139782636,0.0492256394001617,0,2,86,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.15601494566056,0.0620800886455533,0,2,87,1.2,1,"gauss","gauss"
"tsgauss","mu_x",-0.03205341962,0.0709048150673245,0,2,87,1.2,1,"gauss","gauss"
"tsgauss","sd_x",1.08506951172501,0.0620222200431573,0,2,87,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.58547986422589,0.0501372755528833,0,2,87,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.10491245174631,0.0535834759910576,0,2,88,1.2,1,"gauss","gauss"
"tsgauss","mu_x",-0.162406910058,0.0678582967590506,0,2,88,1.2,1,"gauss","gauss"
"tsgauss","sd_x",1.03997244843103,0.0546106555629862,0,2,88,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.51735764390591,0.0479830617980938,0,2,88,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.20762289108646,0.0595319103492185,0,2,89,1.2,1,"gauss","gauss"
"tsgauss","mu_x",0.01546598954,0.0716532843233813,0,2,89,1.2,1,"gauss","gauss"
"tsgauss","sd_x",1.05296891221329,0.0605452414226576,0,2,89,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.60221614558201,0.0506665232393506,0,2,89,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.19296194084768,0.0604308738327148,0,2,90,1.2,1,"gauss","gauss"
"tsgauss","mu_x",0.094643551232,0.069715530986828,0,2,90,1.2,1,"gauss","gauss"
"tsgauss","sd_x",1.00347866847114,0.0579428670303085,0,2,90,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.5588866637404,0.049296324714807,0,2,90,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.24481644481553,0.0595472534216082,0,2,91,1.2,1,"gauss","gauss"
"tsgauss","mu_x",0.044534491236,0.0698926599641695,0,2,91,1.2,1,"gauss","gauss"
"tsgauss","sd_x",0.944946547245053,0.0617295793820357,0,2,91,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.56284738808161,0.0494215738158298,0,2,91,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.14419771880379,0.0617072360401616,0,2,92,1.2,1,"gauss","gauss"
"tsgauss","mu_x",-0.0290114640792,0.0705450347622478,0,2,92,1.2,1,"gauss","gauss"
"tsgauss","sd_x",1.08586948805442,0.062348317595394,0,2,92,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.57743493203472,0.0498828724594261,0,2,92,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.24966006678336,0.0577772563745515,0,2,93,1.2,1,"gauss","gauss"
"tsgauss","mu_x",0.0235815088236,0.0730613706655796,0,2,93,1.2,1,"gauss","gauss"
"tsgauss","sd_x",1.05229827485063,0.0616405447243194,0,2,93,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.63370191337545,0.0516621906404152,0,2,93,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.18420348404341,0.0595633238023904,0,2,94,1.2,1,"gauss","gauss"
"tsgauss","mu_x",0.051022013064,0.0701770808651248,0,2,94,1.2,1,"gauss","gauss"
"tsgauss","sd_x",1.02959868286366,0.0683208024786344,0,2,94,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.56920723276919,0.0496226897636065,0,2,94,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.2731739404091,0.0604780713694564,0,2,95,1.2,1,"gauss","gauss"
"tsgauss","mu_x",-0.06254907241,0.0712370540470723,0,2,95,1.2,1,"gauss","gauss"
"tsgauss","sd_x",0.957281072682367,0.0612139499115061,0,2,95,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.5929089536608,0.0503722039884374,0,2,95,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.20696881740435,0.0560640941951549,0,2,96,1.2,1,"gauss","gauss"
"tsgauss","mu_x",0.021931447208,0.0693481019514882,0,2,96,1.2,1,"gauss","gauss"
"tsgauss","sd_x",0.973553232212058,0.0574066055559785,0,2,96,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.55067070074113,0.0490365131523134,0,2,96,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.16647707727834,0.0593433648805439,0,2,97,1.2,1,"gauss","gauss"
"tsgauss","mu_x",0.0028894288892,0.0679969454950279,0,2,97,1.2,1,"gauss","gauss"
"tsgauss","sd_x",0.975255621112274,0.0539746602369588,0,2,97,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.5204579238923,0.0480811012595063,0,2,97,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.19961930393016,0.0634963192508184,0,2,98,1.2,1,"gauss","gauss"
"tsgauss","mu_x",-0.075413425608,0.0716670116669198,0,2,98,1.2,1,"gauss","gauss"
"tsgauss","sd_x",1.06254120215233,0.0639297602435121,0,2,98,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.60252309831503,0.0506762299370544,0,2,98,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.21243740653852,0.059485779568193,0,2,99,1.2,1,"gauss","gauss"
"tsgauss","mu_x",0.013280429536,0.0706280504021348,0,2,99,1.2,1,"gauss","gauss"
"tsgauss","sd_x",1.01200607064848,0.0622501767395823,0,2,99,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.57929121817455,0.0499415733813348,0,2,99,1.2,1,"gauss","gauss"
"tsgauss","sigma",1.18693490239878,0.0620049147414564,0,2,100,1.2,1,"gauss","gauss"
"tsgauss","mu_x",-0.005379882413,0.0690581169842287,0,2,100,1.2,1,"gauss","gauss"
"tsgauss","sd_x",0.98777391045284,0.0607891309580453,0,2,100,1.2,1,"gauss","gauss"
"tsgauss","sd_w",1.54418643974868,0.048831462815522,0,2,100,1.2,1,"gauss","gauss"
"tsgauss","sigma",0.183452447451132,0.0173952589711911,0,3,1,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.0234851444766,0.0450006623788525,0,3,1,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.989381123122896,0.0324768034373293,0,3,1,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.00624540111632,0.0318202735259729,0,3,1,0.2,1,"gauss","exp"
"tsgauss","sigma",0.216460129547702,0.0261500192781174,0,3,2,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.982254780856,0.0419901993067423,0,3,2,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.913637472538295,0.0310942271620598,0,3,2,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.938929400386404,0.0296915546731722,0,3,2,0.2,1,"gauss","exp"
"tsgauss","sigma",0.190612799372102,0.0204626230628632,0,3,3,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.98984770198,0.0439889050124862,0,3,3,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.964975980433864,0.0319225238835516,0,3,3,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.983621818637003,0.0311048530312999,0,3,3,0.2,1,"gauss","exp"
"tsgauss","sigma",0.204523244761016,0.017929092917491,0,3,4,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.975329828114,0.040573654253215,0,3,4,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.883900985451504,0.0296554450168335,0,3,4,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.907254490057622,0.0286899060599667,0,3,4,0.2,1,"gauss","exp"
"tsgauss","sigma",0.183981695598503,0.0211044026531449,0,3,5,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.994995341386,0.0444818288515239,0,3,5,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.977480068683159,0.0322177583711258,0,3,5,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.994643930755189,0.031453402820492,0,3,5,0.2,1,"gauss","exp"
"tsgauss","sigma",0.207084380982965,0.0206674498910748,0,3,6,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.010736462322,0.0465584570598179,0,3,6,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.02027497325395,0.0338073455355365,0,3,6,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.04107874913258,0.03292180070858,0,3,6,0.2,1,"gauss","exp"
"tsgauss","sigma",0.190299955860441,0.0206309660015166,0,3,7,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.925821696544,0.039167095730489,0,3,7,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.854878132121858,0.0286394066799182,0,3,7,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.875802885346151,0.0276953189904114,0,3,7,0.2,1,"gauss","exp"
"tsgauss","sigma",0.19690440662373,0.0217359425852935,0,3,8,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.020218102562,0.0450192390022759,0,3,8,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.987215576672176,0.0327140940776903,0,3,8,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.00666078704399,0.0318334091823672,0,3,8,0.2,1,"gauss","exp"
"tsgauss","sigma",0.183322262234825,0.0152754726418219,0,3,9,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.075556191462,0.045415714189094,0,3,9,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.998842578098193,0.0327187935558997,0,3,9,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.01552624173516,0.0321137594755385,0,3,9,0.2,1,"gauss","exp"
"tsgauss","sigma",0.221820420833646,0.0221836029099847,0,3,10,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.022195765868,0.0441788669553405,0,3,10,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.962643154876209,0.0323932795458411,0,3,10,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.987869496810604,0.0312391764092595,0,3,10,0.2,1,"gauss","exp"
"tsgauss","sigma",0.213443801876576,0.0245091329930796,0,3,11,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.00037406532,0.0472748312666083,0,3,11,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.03532438350674,0.0344626291266469,0,3,11,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.05709736336969,0.0334283537680686,0,3,11,0.2,1,"gauss","exp"
"tsgauss","sigma",0.173758530577808,0.0160342856297636,0,3,12,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.997979281354,0.0460972293128896,0,3,12,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.01601439370415,0.0331499073726744,0,3,12,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.03076538318017,0.0325956634410556,0,3,12,0.2,1,"gauss","exp"
"tsgauss","sigma",0.191637583742167,0.0241650723603981,0,3,13,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.98897549581,0.0457575381545462,0,3,13,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.00506277688503,0.0332344927472228,0,3,13,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.02316965796606,0.0323554655194818,0,3,13,0.2,1,"gauss","exp"
"tsgauss","sigma",0.223184346905105,0.0211787093901576,0,3,14,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.037822006558,0.0441543325946324,0,3,14,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.961764675341764,0.0323518095483718,0,3,14,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.987320891827327,0.0312218279964308,0,3,14,0.2,1,"gauss","exp"
"tsgauss","sigma",0.188253172481645,0.0289037526973688,0,3,15,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.9974135406624,0.0469023996340611,0,3,15,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.03173557114562,0.0341272923809854,0,3,15,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.04876953889622,0.0331650048351661,0,3,15,0.2,1,"gauss","exp"
"tsgauss","sigma",0.176406026454949,0.0232140717342357,0,3,16,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.9981188082,0.0460777124084364,0,3,16,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.01511511870707,0.0332947411080605,0,3,16,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.03032897192949,0.0325818629055689,0,3,16,0.2,1,"gauss","exp"
"tsgauss","sigma",0.18466565032374,0.0197810180205092,0,3,17,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.9342032836634,0.0427608443911011,0,3,17,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.938159636794554,0.031004761175296,0,3,17,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.956161548337926,0.0302364830382103,0,3,17,0.2,1,"gauss","exp"
"tsgauss","sigma",0.134785699282873,0.0246462003539841,0,3,18,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.00032577165,0.045990291436258,0,3,18,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.01950295167047,0.0329639030421418,0,3,18,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.02837417956499,0.0325200469433236,0,3,18,0.2,1,"gauss","exp"
"tsgauss","sigma",0.21661812553517,0.023671796298748,0,3,19,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.974646026548,0.0442426780076184,0,3,19,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.965289524615558,0.0324331751426757,0,3,19,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.989296355316697,0.0312842976370399,0,3,19,0.2,1,"gauss","exp"
"tsgauss","sigma",0.191236285991202,0.0179680379700894,0,3,20,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.961501780692,0.0414995626078814,0,3,20,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.908039388596676,0.0301606709708535,0,3,20,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.927958430277312,0.0293446221363086,0,3,20,0.2,1,"gauss","exp"
"tsgauss","sigma",0.207283854408421,0.0220533377106245,0,3,21,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.0700389924088,0.0498751627430095,0,3,21,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.09580989821339,0.0361129081659978,0,3,21,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.11524254282234,0.0352670657883647,0,3,21,0.2,1,"gauss","exp"
"tsgauss","sigma",0.193304943232839,0.0170873027686662,0,3,22,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.989210393636,0.0431390810090485,0,3,22,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.945052037760024,0.0312688011618583,0,3,22,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.964619176231027,0.030503936715654,0,3,22,0.2,1,"gauss","exp"
"tsgauss","sigma",0.186395613864104,0.0183401430401822,0,3,23,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.008341940784,0.0433983087351422,0,3,23,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.952346195281729,0.0314297587895722,0,3,23,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.970415684403009,0.0306872383986464,0,3,23,0.2,1,"gauss","exp"
"tsgauss","sigma",0.171123718902795,0.0227437793370635,0,3,24,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.09484799422544,0.0492969842105394,0,3,24,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.08895041161476,0.0354562152982839,0,3,24,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.102314077805,0.0348582318273186,0,3,24,0.2,1,"gauss","exp"
"tsgauss","sigma",0.189249640288014,0.0197243493760151,0,3,25,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.042311153676,0.0466816877754532,0,3,25,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.02653522123369,0.033731984363856,0,3,25,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.04383427170334,0.0330089379832561,0,3,25,0.2,1,"gauss","exp"
"tsgauss","sigma",0.191350482060257,0.0241033012314416,0,3,26,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.03680913423,0.0495874002864061,0,3,26,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.09217220555984,0.0358322731599971,0,3,26,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.10880797867897,0.0350635870039295,0,3,26,0.2,1,"gauss","exp"
"tsgauss","sigma",0.216175828580668,0.0202787480747681,0,3,27,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.02151925546814,0.046479592305109,0,3,27,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.01658460619962,0.0338163932197142,0,3,27,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.039315279607,0.0328660349057286,0,3,27,0.2,1,"gauss","exp"
"tsgauss","sigma",0.173544597645615,0.0218932483260451,0,3,28,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.0668861966172,0.0459027948332253,0,3,28,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.01164003448787,0.0331349159171994,0,3,28,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.02641769604318,0.0324581775019884,0,3,28,0.2,1,"gauss","exp"
"tsgauss","sigma",0.166149177930852,0.0198799604754199,0,3,29,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.994553712656,0.0436977643223921,0,3,29,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.962882004225109,0.0315192157185399,0,3,29,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.977111714896337,0.030898985475055,0,3,29,0.2,1,"gauss","exp"
"tsgauss","sigma",0.16340934810975,0.022300270490011,0,3,30,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.044762673128,0.0503081674118266,0,3,30,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.11299291961743,0.0360983392281364,0,3,30,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.12492482156284,0.0355732463259707,0,3,30,0.2,1,"gauss","exp"
"tsgauss","sigma",0.235609230348294,0.0239280159785489,0,3,31,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.01262563802,0.0427917500176272,0,3,31,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.927391624590299,0.0317349571105435,0,3,31,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.956852619155922,0.0302583366163038,0,3,31,0.2,1,"gauss","exp"
"tsgauss","sigma",0.202411033346295,0.0189411947963847,0,3,32,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.065663059542,0.0483329406654427,0,3,32,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.06163381175634,0.0349387514398247,0,3,32,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.08075740880394,0.0341765500992216,0,3,32,0.2,1,"gauss","exp"
"tsgauss","sigma",0.14982560667956,0.0156100277516924,0,3,33,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.0159902140784,0.0473131127728329,0,3,33,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.04729060327614,0.0338519524688861,0,3,33,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.05795336387168,0.033455422880714,0,3,33,0.2,1,"gauss","exp"
"tsgauss","sigma",0.231905585494819,0.0213555987914319,0,3,34,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.9669216649498,0.0456923482536099,0,3,34,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.995045297401525,0.0334474466511592,0,3,34,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.02171196746666,0.0323093692984649,0,3,34,0.2,1,"gauss","exp"
"tsgauss","sigma",0.201716270104263,0.0151594957113939,0,3,35,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.937130638924,0.0427896809181735,0,3,35,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.935301525132283,0.0310357649846349,0,3,35,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.956806352685615,0.0302568735420491,0,3,35,0.2,1,"gauss","exp"
"tsgauss","sigma",0.180071810965956,0.0197822380334585,0,3,36,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.9939482598402,0.0455324821792481,0,3,36,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.00208662779084,0.0328757964014409,0,3,36,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.01813725337097,0.032196326913202,0,3,36,0.2,1,"gauss","exp"
"tsgauss","sigma",0.183557786848016,0.0156961738709282,0,3,37,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.032179801652,0.0472408329711021,0,3,37,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.04026664312052,0.0339929956197916,0,3,37,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.05633713837098,0.0334043133427673,0,3,37,0.2,1,"gauss","exp"
"tsgauss","sigma",0.188208339471221,0.0226629366881689,0,3,38,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.08474154502992,0.049329309827677,0,3,38,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.08686154821622,0.0355922110859701,0,3,38,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.10303690057834,0.0348810894904026,0,3,38,0.2,1,"gauss","exp"
"tsgauss","sigma",0.161187990375388,0.0181754595316744,0,3,39,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.976558961856,0.0413558558739936,0,3,39,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.910588732246347,0.0298395046264933,0,3,39,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.924745050019337,0.0292430061302744,0,3,39,0.2,1,"gauss","exp"
"tsgauss","sigma",0.169012971674403,0.0162927495513963,0,3,40,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.0675095902088,0.0516479737183501,0,3,40,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.14244965316266,0.0369842182285913,0,3,40,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.15488380134354,0.03652063245079,0,3,40,0.2,1,"gauss","exp"
"tsgauss","sigma",0.219215423398395,0.0223316557764728,0,3,41,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.014906073512,0.0434382701613593,0,3,41,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.946248516749105,0.0318868831246674,0,3,41,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.971309249058002,0.0307154953941104,0,3,41,0.2,1,"gauss","exp"
"tsgauss","sigma",0.198447700679579,0.0243269864423615,0,3,42,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.0064699989572,0.0455905318375688,0,3,42,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.999933401137883,0.0331885895233097,0,3,42,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.01943528319172,0.0322373742202461,0,3,42,0.2,1,"gauss","exp"
"tsgauss","sigma",0.199889878861217,0.0168089113227833,0,3,43,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.9618425906014,0.0430702524683718,0,3,43,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.942107934460533,0.0312689062908042,0,3,43,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.963080123273575,0.0304552675878023,0,3,43,0.2,1,"gauss","exp"
"tsgauss","sigma",0.190599720396357,0.0153674957446068,0,3,44,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.92492260688,0.0382900040636022,0,3,44,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.834705907598698,0.0278940179007886,0,3,44,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.856190519449577,0.0270751215250336,0,3,44,0.2,1,"gauss","exp"
"tsgauss","sigma",0.1684561346284,0.0183451220962915,0,3,45,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.001909371416,0.0445791848816151,0,3,45,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.982483787683374,0.032112769864711,0,3,45,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.996820877768223,0.0315222439295589,0,3,45,0.2,1,"gauss","exp"
"tsgauss","sigma",0.196851036643942,0.023381482008457,0,3,46,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.990228367372,0.0444879093570086,0,3,46,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.975108562597475,0.0324006845355732,0,3,46,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.994779894991202,0.0314577023871533,0,3,46,0.2,1,"gauss","exp"
"tsgauss","sigma",0.150049931075834,0.0156991572287424,0,3,47,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.02979518113,0.0445424522637577,0,3,47,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.984631933779675,0.03193332935326,0,3,47,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.995999511463016,0.0314962700463811,0,3,47,0.2,1,"gauss","exp"
"tsgauss","sigma",0.209708717205779,0.0172340869595428,0,3,48,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.115555738558,0.0479182730589464,0,3,48,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.05076291350798,0.0346488577310155,0,3,48,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.07148515924201,0.0338833358227297,0,3,48,0.2,1,"gauss","exp"
"tsgauss","sigma",0.191708889946591,0.0213619369906422,0,3,49,0.2,1,"gauss","exp"
"tsgauss","mu_x",0.9627916837574,0.0457389915350411,0,3,49,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.00462698293283,0.0331376143507465,0,3,49,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.02275494294639,0.0323423510790617,0,3,49,0.2,1,"gauss","exp"
"tsgauss","sigma",0.174478048072181,0.0260766855789347,0,3,50,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.017783337908,0.0443250553343257,0,3,50,0.2,1,"gauss","exp"
"tsgauss","sd_x",0.975660123166076,0.0321784662493691,0,3,50,0.2,1,"gauss","exp"
"tsgauss","sd_w",0.99113836833992,0.0313425472033707,0,3,50,0.2,1,"gauss","exp"
"tsgauss","sigma",0.161238480743653,0.016139770621623,0,3,51,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.048165124909,0.0484904556145225,0,3,51,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.07222399487209,0.0347437544413751,0,3,51,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.08427955014009,0.0342879299878542,0,3,51,0.2,1,"gauss","exp"
"tsgauss","sigma",0.217108956854319,0.0250936963056529,0,3,52,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.024094332326,0.0507624917638163,0,3,52,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.11412700617541,0.0368645173705019,0,3,52,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.13508382291166,0.0358945021561208,0,3,52,0.2,1,"gauss","exp"
"tsgauss","sigma",0.215525683891692,0.0240763582770771,0,3,53,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.031767590726,0.0466921249869793,0,3,53,0.2,1,"gauss","exp"
"tsgauss","sd_x",1.02158012288947,0.0340872168126182,0,3,53,0.2,1,"gauss","exp"
"tsgauss","sd_w",1.04406765484802,0.0330163182063029,0,3,53,0.2,1,"gauss","exp"
"tsgauss","sigma",0.181444645820212,0.0225049902455141,0,3,54,0.2,1,"gauss","exp"
"tsgauss","mu_x",1.0300624602722,0.045134139651677,0,3,54,0.2,1,"gauss","exp"
